Regions,California,,
Brands,,,
Segments,"Auto Intenders > Fiat-Abarth,Auto Intenders > Mini",,
,,,
Type,Name,Index,Business Category
Audience Profile,Auto Intenders > Kia,1875,Shopper: Auto
Audience Profile,Auto Intenders > Chevrolet,1724,Shopper: Auto
Audience Profile,Auto Intenders,1104,Shopper: Auto
Audience Profile,Auto Intenders > Used Cars,1089,Shopper: Auto
Audience Profile,CPG Retailers > Big Box > Sam's Club,1421,Shopper: Big Box
Audience Profile,CPG Retailers > Big Box > Kmart,1323,Shopper: Big Box
Audience Profile,CPG Retailers > Big Box > Costco,1313,Shopper: Big Box
Audience Profile,CPG Retailers > Big Box > Big Lots,1273,Shopper: Big Box
Audience Profile,CPG Retailers > Big Box > Target,1223,Shopper: Big Box
Audience Profile,CPG Retailers > Big Box > Walmart,1027,Shopper: Big Box
Audience Profile,Clothing and Accessories Retailers > Department Stores > Nordstrom,1699,Shopper: Dept.
Audience Profile,Clothing and Accessories Retailers > Department Stores > Macys,1463,Shopper: Dept.
Audience Profile,Clothing and Accessories Retailers > Department Stores > Kohls,1325,Shopper: Dept.
Audience Profile,Clothing and Accessories Retailers > Department Stores > Sears,1298,Shopper: Dept.
Audience Profile,Clothing and Accessories Retailers > Department Store > JC Penney,1278,Shopper: Dept.
Audience Profile,Clothing and Accessories > Cost Conscious or Discount > Burlington Coat Factory,1556,Shopper: Discount
Audience Profile,Clothing and Accessories > Cost Conscious or Discount > TJ Maxx,1471,Shopper: Discount
Audience Profile,Clothing and Accessories > Cost Conscious or Discount > Marshalls,1418,Shopper: Discount
Audience Profile,Clothing and Accessories > Cost Conscious or Discount > Ross Department Store,1305,Shopper: Discount
Audience Profile,Clothing and Accessories Retailers > Banana Republic Outlet,1262,Shopper: Discount
Audience Profile,CPG Retailers > Cost Conscious or Discount Shopper,1241,Shopper: Discount
Audience Profile,CPG Retailers > Cost Conscious or Discount > Dollar Tree,1039,Shopper: Discount
Audience Profile,CPG Retailers > Cost Conscious or Discount > Family Dollar,932,Shopper: Discount
Audience Profile,Clothing and Accessories Retailers > Department Store Shopper,896,Shopper: Discount
Audience Profile,CPG Retailers > Grocery Store > Whole Foods,1930,Shopper: Grocery
Audience Profile,CPG Retailers > Grocery Store > Lucky Supermarkets,1763,Shopper: Grocery
Audience Profile,CPG Retailers > Grocery Store > Trader Joe's,1714,Shopper: Grocery
Audience Profile,CPG Retailers > Grocery Store > Ralph's,1460,Shopper: Grocery
Audience Profile,CPG Retailers > Grocery Store > Kroger Grocery Chains,1305,Shopper: Grocery
Audience Profile,CPG Retailers > Grocery Store > Albertson's,1269,Shopper: Grocery
Audience Profile,CPG Retailers > Grocery Store > Vons,1266,Shopper: Grocery
Audience Profile,CPG Retailers > Grocery Store > Safeway,1033,Shopper: Grocery
Audience Profile,Home and Furniture Retailers > Crate & Barrel,2071,Shopper: Home & Furniture
Audience Profile,Home and Furniture Retailers > Restoration Hardware,1882,Shopper: Home & Furniture
Audience Profile,Home and Furniture Retailers > Williams-Sonoma,1838,Shopper: Home & Furniture
Audience Profile,Home and Furniture Retailers > Pottery Barn,1778,Shopper: Home & Furniture
Audience Profile,Home and Furniture Retailers > Sur La Table,1776,Shopper: Home & Furniture
Audience Profile,Home and Furniture Retailers > Harry and David,1570,Shopper: Home & Furniture
Audience Profile,Home and Furniture Retailers > Bed Bath Beyond,1477,Shopper: Home & Furniture
Audience Profile,Home and Furniture Retailers > Pier One,1394,Shopper: Home & Furniture
Audience Profile,Home and Furniture Retailers,848,Shopper: Home & Furniture
